TRANS_ID,PROD_KEY,STORE_KEY,TRANS_DT,TRANS_TIME,SALES_QTY,SALES_PRICE,SALES_AMT,DISCOUNT,SALES_COST,SALES_MGRN,SHIP_COST
676,93,44,2020-01-14,18,6,2.07,12.42,0.14,11.18,1.24,2.7
677,69,28,2020-03-17,7,2,11.51,23.02,0.02,20.72,2.3,3.03
678,20,26,2020-02-19,6,3,4.86,14.58,0.18,13.12,1.46,0.96
679,28,28,2020-02-07,18,4,3.55,14.2,0.17,12.78,1.42,4.52
680,5,25,2020-01-29,10,6,17.5,105.0,0.15,94.5,10.5,2.03
681,2,50,2020-03-19,16,2,5.69,11.38,0.1,10.24,1.14,2.53
682,7,40,2020-01-10,0,3,11.5,34.5,0.18,31.05,3.45,4.86
683,81,29,2020-03-01,22,4,10.66,42.64,0.16,38.38,4.26,3.04
684,44,41,2020-01-16,5,10,17.68,176.8,0.12,159.12,17.68,4.02
685,59,23,2020-02-13,8,8,1.52,12.16,0.04,10.94,1.22,2.83
686,41,7,2020-02-07,23,1,15.85,15.85,0.04,14.27,1.58,1.14
687,56,17,2020-02-13,7,1,13.11,13.11,0.01,11.8,1.31,3.63
688,93,3,2020-03-05,21,5,17.92,89.6,0.0,80.64,8.96,1.94
689,26,41,2020-03-14,13,5,10.22,51.1,0.14,45.99,5.11,1.09
690,9,28,2020-02-09,18,8,17.57,140.56,0.12,126.5,14.06,0.59
691,64,6,2020-01-08,22,5,2.56,12.8,0.07,11.52,1.28,2.99
692,23,16,2020-02-02,16,9,15.1,135.9,0.05,122.31,13.59,2.36
693,18,43,2020-02-03,11,3,8.11,24.33,0.14,21.9,2.43,4.94
694,90,2,2020-04-06,21,3,16.0,48.0,0.16,43.2,4.8,1.96
695,26,24,2020-02-09,18,6,3.84,23.04,0.06,20.74,2.3,4.29
696,70,16,2020-03-14,20,1,14.55,14.55,0.15,13.1,1.45,0.64
697,45,43,2020-03-05,10,2,17.55,35.1,0.03,31.59,3.51,0.51
698,37,29,2020-03-09,1,2,11.06,22.12,0.07,19.91,2.21,2.96
699,6,12,2020-02-23,11,2,18.09,36.18,0.0,32.56,3.62,1.4
700,91,42,2020-03-20,17,6,8.96,53.76,0.07,48.38,5.38,2.61
701,27,9,2020-01-18,12,5,19.74,98.7,0.17,88.83,9.87,3.96
702,34,37,2020-01-16,6,8,16.81,134.48,0.15,121.03,13.45,1.99
703,61,3,2020-01-07,16,5,4.71,23.55,0.12,21.2,2.35,3.06
704,33,36,2020-02-02,1,9,17.26,155.34,0.19,139.81,15.53,4.56
705,51,8,2020-02-04,18,7,6.79,47.53,0.15,42.78,4.75,2.91
706,3,16,2020-04-09,2,8,18.61,148.88,0.05,133.99,14.89,4.01
707,99,20,2020-01-07,5,4,7.86,31.44,0.09,28.3,3.14,1.13
708,25,37,2020-02-18,15,6,9.23,55.38,0.2,49.84,5.54,3.72
709,48,15,2020-02-08,19,9,14.89,134.01,0.04,120.61,13.4,4.73
710,80,29,2020-01-07,23,1,15.2,15.2,0.07,13.68,1.52,1.31
711,70,48,2020-01-07,7,9,5.38,48.42,0.05,43.58,4.84,0.7
712,25,34,2020-01-12,5,6,6.89,41.34,0.06,37.21,4.13,1.72
713,22,7,2020-02-07,13,1,8.82,8.82,0.08,7.94,0.88,0.96
714,93,19,2020-02-19,2,3,9.39,28.17,0.15,25.35,2.82,2.22
715,24,17,2020-01-01,16,3,14.77,44.31,0.12,39.88,4.43,3.1
716,62,33,2020-01-10,11,10,1.24,12.4,0.1,11.16,1.24,3.54
717,16,12,2020-02-03,20,4,18.25,73.0,0.17,65.7,7.3,2.39
718,8,36,2020-01-07,10,4,16.87,67.48,0.15,60.73,6.75,1.0
719,15,17,2020-03-04,19,7,19.36,135.52,0.14,121.97,13.55,0.63
720,58,10,2020-03-05,6,7,18.62,130.34,0.14,117.31,13.03,1.67
721,44,8,2020-01-15,11,6,13.48,80.88,0.01,72.79,8.09,2.71
722,16,31,2020-01-31,18,9,10.82,97.38,0.04,87.64,9.74,4.2
723,36,35,2020-04-04,1,9,14.09,126.81,0.18,114.13,12.68,2.27
724,17,28,2020-04-09,4,3,10.73,32.19,0.03,28.97,3.22,4.38
725,30,30,2020-01-09,21,3,7.92,23.76,0.07,21.38,2.38,3.38
726,84,37,2020-02-27,10,4,8.71,34.84,0.05,31.36,3.48,1.83
727,34,12,2020-01-18,19,4,10.69,42.76,0.08,38.48,4.28,3.82
728,99,17,2020-02-18,13,3,10.54,31.62,0.08,28.46,3.16,2.66
729,93,10,2020-01-17,19,3,3.02,9.06,0.16,8.15,0.91,1.5
730,53,49,2020-01-21,18,7,11.36,79.52,0.02,71.57,7.95,3.69
731,58,25,2020-01-11,2,4,11.19,44.76,0.0,40.28,4.48,4.01
732,39,46,2020-04-04,15,4,15.55,62.2,0.03,55.98,6.22,1.21
733,95,31,2020-04-05,9,7,2.29,16.03,0.15,14.43,1.6,4.66
734,7,22,2020-04-05,0,5,15.98,79.9,0.18,71.91,7.99,4.39
735,83,32,2020-01-06,12,2,5.72,11.44,0.08,10.3,1.14,1.29
736,35,5,2020-01-26,13,4,6.19,24.76,0.17,22.28,2.48,1.17
737,70,20,2020-02-27,16,3,6.78,20.34,0.08,18.31,2.03,1.18
738,49,39,2020-02-05,23,6,19.74,118.44,0.16,106.6,11.84,1.01
739,24,22,2020-03-14,9,9,14.52,130.68,0.17,117.61,13.07,0.77
740,25,24,2020-01-29,6,5,11.0,55.0,0.09,49.5,5.5,4.85
741,3,25,2020-03-11,12,3,15.35,46.05,0.1,41.45,4.6,2.32
742,91,8,2020-01-08,23,6,13.87,83.22,0.18,74.9,8.32,1.82
743,17,41,2020-02-19,8,2,16.98,33.96,0.18,30.56,3.4,1.66
744,47,31,2020-01-29,9,10,17.31,173.1,0.08,155.79,17.31,3.93
745,99,1,2020-01-01,5,4,19.64,78.56,0.17,70.7,7.86,4.3
746,37,18,2020-02-03,23,9,14.77,132.93,0.06,119.64,13.29,4.51
747,63,19,2020-02-05,2,5,5.26,26.3,0.0,23.67,2.63,3.62
748,31,46,2020-04-04,7,10,16.28,162.8,0.01,146.52,16.28,4.8
749,49,6,2020-02-05,14,7,5.82,40.74,0.14,36.67,4.07,1.95
750,29,24,2020-02-29,15,5,13.38,66.9,0.18,60.21,6.69,1.77
751,55,30,2020-04-09,3,1,13.25,13.25,0.11,11.93,1.32,3.74
752,88,36,2020-01-14,18,7,12.57,87.99,0.16,79.19,8.8,2.21
753,44,48,2020-03-31,14,4,10.4,41.6,0.19,37.44,4.16,0.71
754,53,46,2020-04-09,5,6,2.83,16.98,0.14,15.28,1.7,2.1
755,90,40,2020-01-12,9,4,19.14,76.56,0.1,68.9,7.66,2.85
756,43,24,2020-01-17,15,8,2.14,17.12,0.11,15.41,1.71,3.22
757,71,11,2020-02-26,14,3,18.67,56.01,0.19,50.41,5.6,3.3
758,66,45,2020-02-12,18,5,5.92,29.6,0.0,26.64,2.96,4.93
759,2,7,2020-02-20,20,10,4.92,49.2,0.19,44.28,4.92,3.2
760,84,3,2020-03-08,11,7,2.82,19.74,0.18,17.77,1.97,1.84
761,13,34,2020-03-15,17,7,4.19,29.33,0.02,26.4,2.93,3.27
762,29,24,2020-02-28,18,9,18.61,167.49,0.19,150.74,16.75,2.93
763,45,6,2020-03-09,10,1,16.26,16.26,0.15,14.63,1.63,2.32
764,39,14,2020-03-26,6,3,16.67,50.01,0.08,45.01,5.0,2.13
765,66,30,2020-03-31,17,4,15.01,60.04,0.07,54.04,6.0,4.49
766,14,49,2020-02-29,13,10,8.99,89.9,0.12,80.91,8.99,2.89
767,33,32,2020-03-16,10,9,17.94,161.46,0.18,145.31,16.15,4.09
768,44,29,2020-01-23,10,9,17.13,154.17,0.08,138.75,15.42,2.44
769,21,2,2020-02-05,17,2,9.62,19.24,0.04,17.32,1.92,2.48
770,69,21,2020-03-30,18,5,3.82,19.1,0.16,17.19,1.91,3.88
771,92,2,2020-02-02,1,2,6.99,13.98,0.02,12.58,1.4,3.38
772,94,35,2020-01-25,12,4,2.32,9.28,0.09,8.35,0.93,1.1
773,60,22,2020-02-21,7,6,9.55,57.3,0.09,51.57,5.73,4.08
774,11,42,2020-02-29,1,8,3.64,29.12,0.15,26.21,2.91,2.04
775,91,45,2020-02-19,21,8,10.83,86.64,0.1,77.98,8.66,1.83
776,48,45,2020-01-21,12,2,12.05,24.1,0.01,21.69,2.41,0.53
777,78,6,2020-01-01,3,5,2.92,14.6,0.08,13.14,1.46,3.99
778,13,8,2020-03-18,9,5,6.74,33.7,0.07,30.33,3.37,4.0
779,43,24,2020-02-14,6,4,1.16,4.64,0.09,4.18,0.46,4.48
780,49,43,2020-02-18,20,8,14.18,113.44,0.0,102.1,11.34,3.95
781,96,45,2020-03-04,18,4,16.16,64.64,0.12,58.18,6.46,1.33
782,46,18,2020-02-09,12,4,17.78,71.12,0.14,64.01,7.11,1.74
783,1,20,2020-01-31,0,7,12.51,87.57,0.09,78.81,8.76,2.6
784,15,43,2020-03-08,2,9,6.21,55.89,0.19,50.3,5.59,2.27
785,65,33,2020-02-09,13,7,1.7,11.9,0.0,10.71,1.19,4.84
786,13,10,2020-03-15,14,5,17.22,86.1,0.16,77.49,8.61,3.31
787,9,33,2020-02-05,5,4,6.13,24.52,0.13,22.07,2.45,3.21
788,61,45,2020-01-20,14,3,7.71,23.13,0.1,20.82,2.31,3.58
789,90,21,2020-02-16,4,3,12.88,38.64,0.08,34.78,3.86,3.09
790,100,13,2020-02-23,5,1,1.83,1.83,0.03,1.65,0.18,1.19
791,67,44,2020-01-11,11,2,13.55,27.1,0.06,24.39,2.71,3.7
792,62,15,2020-04-09,3,4,15.6,62.4,0.03,56.16,6.24,3.31
793,46,31,2020-01-04,2,6,3.56,21.36,0.08,19.22,2.14,1.57
794,77,28,2020-04-05,12,10,1.5,15.0,0.18,13.5,1.5,4.41
795,25,9,2020-01-25,10,8,16.85,134.8,0.12,121.32,13.48,1.63
796,51,4,2020-03-03,10,1,15.32,15.32,0.05,13.79,1.53,2.1
797,12,29,2020-01-25,7,8,7.32,58.56,0.17,52.7,5.86,4.65
798,84,11,2020-03-04,2,5,5.15,25.75,0.15,23.18,2.57,3.61
799,36,4,2020-03-17,5,8,3.13,25.04,0.02,22.54,2.5,1.79
800,55,3,2020-04-06,21,7,6.07,42.49,0.02,38.24,4.25,3.07
801,49,50,2020-01-06,7,5,8.8,44.0,0.13,39.6,4.4,3.94
802,34,2,2020-02-12,15,5,12.25,61.25,0.14,55.12,6.13,3.85
803,46,19,2020-01-21,21,5,17.92,89.6,0.14,80.64,8.96,3.18
804,40,5,2020-03-03,4,9,8.88,79.92,0.02,71.93,7.99,1.68
805,80,1,2020-01-02,1,4,5.11,20.44,0.08,18.4,2.04,4.25
806,54,43,2020-02-21,4,3,16.42,49.26,0.18,44.33,4.93,3.56
807,37,42,2020-02-25,13,10,4.61,46.1,0.07,41.49,4.61,2.75
808,99,44,2020-03-29,11,1,17.94,17.94,0.12,16.15,1.79,2.06
809,68,35,2020-04-07,14,4,9.14,36.56,0.2,32.9,3.66,2.04
810,90,41,2020-01-03,18,1,16.92,16.92,0.06,15.23,1.69,4.21
811,5,45,2020-03-16,18,10,4.89,48.9,0.12,44.01,4.89,4.11
812,77,19,2020-02-14,14,3,19.58,58.74,0.14,52.87,5.87,1.2
813,86,30,2020-01-14,11,2,11.67,23.34,0.09,21.01,2.33,2.7
814,63,14,2020-03-03,14,6,11.96,71.76,0.07,64.58,7.18,0.68
815,60,45,2020-04-06,19,9,14.81,133.29,0.02,119.96,13.33,3.61
816,40,27,2020-03-22,8,1,19.31,19.31,0.02,17.38,1.93,1.38
817,80,14,2020-03-20,12,6,10.81,64.86,0.13,58.37,6.49,3.89
818,77,6,2020-01-05,2,10,9.53,95.3,0.04,85.77,9.53,1.62
819,20,8,2020-01-03,21,5,2.76,13.8,0.02,12.42,1.38,3.24
820,6,21,2020-01-14,8,5,6.19,30.95,0.0,27.86,3.09,4.47
821,68,21,2020-04-02,14,8,6.68,53.44,0.04,48.1,5.34,2.89
822,85,6,2020-04-07,4,8,4.06,32.48,0.02,29.23,3.25,2.22
823,43,16,2020-02-01,3,9,9.43,84.87,0.03,76.38,8.49,3.6
824,18,39,2020-04-04,22,2,12.49,24.98,0.02,22.48,2.5,3.68
825,50,10,2020-02-28,21,9,7.99,71.91,0.07,64.72,7.19,4.77
826,1,26,2020-02-19,3,5,14.72,73.6,0.0,66.24,7.36,0.77
827,5,2,2020-02-21,4,8,1.2,9.6,0.01,8.64,0.96,4.62
828,76,6,2020-01-05,22,3,19.47,58.41,0.16,52.57,5.84,1.85
829,21,22,2020-03-22,6,9,12.98,116.82,0.17,105.14,11.68,1.15
830,7,49,2020-02-16,15,3,4.93,14.79,0.16,13.31,1.48,4.67
831,32,5,2020-01-10,21,9,7.87,70.83,0.18,63.75,7.08,2.59
832,38,34,2020-02-29,11,9,19.9,179.1,0.04,161.19,17.91,2.59
833,70,38,2020-03-29,18,2,18.99,37.98,0.03,34.18,3.8,1.45
834,34,46,2020-04-06,16,4,8.67,34.68,0.12,31.21,3.47,1.03
835,39,31,2020-02-13,10,10,11.08,110.8,0.1,99.72,11.08,4.94
836,91,30,2020-01-13,14,9,6.95,62.55,0.18,56.3,6.25,2.88
837,20,35,2020-03-11,15,5,1.41,7.05,0.19,6.34,0.71,2.89
838,6,38,2020-02-25,9,4,6.69,26.76,0.07,24.08,2.68,0.79
839,50,11,2020-04-01,6,7,12.04,84.28,0.12,75.85,8.43,2.04
840,3,4,2020-01-16,9,4,4.2,16.8,0.09,15.12,1.68,4.47
841,89,30,2020-02-16,1,6,17.57,105.42,0.03,94.88,10.54,4.27
842,59,25,2020-01-02,11,1,2.0,2.0,0.19,1.8,0.2,4.88
843,9,49,2020-01-30,7,8,18.0,144.0,0.05,129.6,14.4,2.71
844,95,35,2020-01-27,21,8,12.96,103.68,0.16,93.31,10.37,0.88
845,37,32,2020-02-26,18,9,17.15,154.35,0.18,138.91,15.44,3.65
846,67,28,2020-03-06,20,9,16.31,146.79,0.02,132.11,14.68,1.16
847,10,25,2020-03-07,18,4,18.5,74.0,0.04,66.6,7.4,1.48
848,55,50,2020-02-03,14,9,2.18,19.62,0.02,17.66,1.96,1.37
849,40,37,2020-02-29,14,8,15.44,123.52,0.01,111.17,12.35,3.27
850,41,9,2020-01-26,19,9,9.84,88.56,0.03,79.7,8.86,4.06
851,33,37,2020-03-05,19,5,16.73,83.65,0.03,75.29,8.36,1.26
852,48,43,2020-01-15,14,8,6.37,50.96,0.05,45.86,5.1,3.92
853,22,22,2020-02-22,5,9,1.8,16.2,0.18,14.58,1.62,2.57
854,19,18,2020-03-07,14,2,5.12,10.24,0.09,9.22,1.02,4.04
855,75,6,2020-03-02,12,2,15.54,31.08,0.09,27.97,3.11,2.1
856,50,3,2020-03-12,21,2,14.99,29.98,0.0,26.98,3.0,4.67
857,49,43,2020-03-05,20,10,12.48,124.8,0.12,112.32,12.48,3.66
858,50,9,2020-04-02,18,6,3.2,19.2,0.03,17.28,1.92,4.81
859,81,11,2020-02-04,2,1,1.52,1.52,0.17,1.37,0.15,4.12
860,87,46,2020-02-12,5,6,2.01,12.06,0.01,10.85,1.21,4.09
861,82,14,2020-02-06,1,6,3.17,19.02,0.06,17.12,1.9,3.87
862,24,39,2020-02-27,2,6,5.15,30.9,0.15,27.81,3.09,2.72
863,69,21,2020-02-10,0,9,7.92,71.28,0.15,64.15,7.13,2.19
864,40,35,2020-02-17,4,3,13.0,39.0,0.03,35.1,3.9,1.67
865,47,47,2020-03-07,12,4,17.92,71.68,0.16,64.51,7.17,1.16
866,28,21,2020-02-21,18,4,3.77,15.08,0.15,13.57,1.51,2.58
867,86,33,2020-02-09,15,5,13.2,66.0,0.1,59.4,6.6,1.75
868,14,47,2020-03-06,22,10,17.15,171.5,0.14,154.35,17.15,3.77
869,25,49,2020-01-17,9,8,2.68,21.44,0.16,19.3,2.14,2.94
870,96,49,2020-03-30,7,2,18.38,36.76,0.03,33.08,3.68,3.87
871,42,3,2020-01-22,17,10,18.19,181.9,0.2,163.71,18.19,1.18
872,99,47,2020-02-17,2,4,5.69,22.76,0.17,20.48,2.28,3.8
873,1,8,2020-04-02,21,5,9.89,49.45,0.06,44.51,4.94,1.33
874,5,30,2020-02-18,8,9,7.38,66.42,0.06,59.78,6.64,1.51
875,71,2,2020-02-09,18,8,13.48,107.84,0.09,97.06,10.78,2.02
876,20,28,2020-02-01,12,4,18.03,72.12,0.07,64.91,7.21,2.36
877,4,13,2020-02-26,11,2,11.09,22.18,0.0,19.96,2.22,3.41
878,71,17,2020-04-03,18,4,14.19,56.76,0.16,51.08,5.68,3.69
879,8,44,2020-03-11,13,5,7.94,39.7,0.02,35.73,3.97,4.14
880,95,21,2020-03-04,8,1,10.7,10.7,0.13,9.63,1.07,3.04
881,16,11,2020-02-16,19,7,7.75,54.25,0.08,48.83,5.42,4.81
882,39,34,2020-01-15,23,4,14.28,57.12,0.1,51.41,5.71,2.36
883,43,21,2020-03-11,6,3,16.2,48.6,0.08,43.74,4.86,3.54
884,69,9,2020-02-17,10,4,16.18,64.72,0.11,58.25,6.47,3.6
885,21,6,2020-02-20,15,8,15.97,127.76,0.12,114.98,12.78,4.72
886,69,17,2020-02-09,23,2,6.47,12.94,0.18,11.65,1.29,0.85
887,86,7,2020-01-02,9,6,10.36,62.16,0.18,55.94,6.22,1.43
888,62,14,2020-01-31,2,5,8.05,40.25,0.04,36.23,4.02,1.45
889,17,48,2020-04-08,17,10,9.04,90.4,0.01,81.36,9.04,2.92
890,99,38,2020-03-04,18,8,16.1,128.8,0.02,115.92,12.88,1.46
891,70,34,2020-01-06,18,2,16.75,33.5,0.07,30.15,3.35,2.26
892,91,41,2020-02-21,11,3,11.5,34.5,0.18,31.05,3.45,3.04
893,58,45,2020-01-30,3,6,14.88,89.28,0.09,80.35,8.93,4.98
894,4,27,2020-03-23,5,2,3.43,6.86,0.04,6.17,0.69,0.54
895,23,12,2020-02-19,10,6,18.94,113.64,0.12,102.28,11.36,4.44
896,11,5,2020-01-03,4,1,9.15,9.15,0.08,8.24,0.91,3.84
897,33,7,2020-03-13,6,7,11.58,81.06,0.13,72.95,8.11,2.29
898,44,13,2020-03-30,5,8,14.76,118.08,0.15,106.27,11.81,1.68
899,58,7,2020-04-08,3,2,15.31,30.62,0.08,27.56,3.06,4.24
900,84,42,2020-02-23,17,6,19.78,118.68,0.19,106.81,11.87,3.15
901,78,4,2020-04-03,3,9,5.91,53.19,0.0,47.87,5.32,1.64
902,57,4,2020-01-17,21,7,12.98,90.86,0.16,81.77,9.09,0.8
903,70,16,2020-01-08,3,1,10.78,10.78,0.12,9.7,1.08,1.41
904,75,48,2020-02-06,22,3,6.18,18.54,0.0,16.69,1.85,1.32
905,53,48,2020-04-04,12,5,11.14,55.7,0.18,50.13,5.57,4.06
906,79,41,2020-02-23,3,8,5.58,44.64,0.09,40.18,4.46,1.97
907,16,21,2020-03-07,0,8,2.99,23.92,0.07,21.53,2.39,2.83
908,83,25,2020-01-13,16,10,4.45,44.5,0.03,40.05,4.45,2.9
909,20,14,2020-01-29,8,1,12.14,12.14,0.2,10.93,1.21,4.7
910,90,26,2020-03-26,8,5,18.75,93.75,0.11,84.38,9.37,2.78
911,75,32,2020-03-11,17,7,7.1,49.7,0.03,44.73,4.97,4.89
912,16,6,2020-02-22,22,1,12.43,12.43,0.08,11.19,1.24,2.51
913,88,15,2020-02-05,11,8,14.06,112.48,0.1,101.23,11.25,2.26
914,91,26,2020-01-13,1,1,2.75,2.75,0.01,2.48,0.27,0.99
915,82,3,2020-02-29,2,5,18.31,91.55,0.16,82.39,9.16,1.14
916,76,6,2020-03-24,0,7,15.52,108.64,0.18,97.78,10.86,0.95
917,4,33,2020-01-23,7,7,17.37,121.59,0.04,109.43,12.16,2.87
918,70,37,2020-02-17,5,5,8.93,44.65,0.05,40.19,4.46,2.95
919,55,14,2020-01-11,21,5,3.14,15.7,0.2,14.13,1.57,3.15
920,9,30,2020-03-14,16,10,2.79,27.9,0.18,25.11,2.79,4.15
921,36,31,2020-02-27,20,5,12.5,62.5,0.11,56.25,6.25,2.13
922,4,1,2020-01-24,8,8,10.49,83.92,0.11,75.53,8.39,3.74
923,79,42,2020-02-04,5,1,2.01,2.01,0.07,1.81,0.2,4.98
924,53,26,2020-01-12,20,9,2.87,25.83,0.03,23.25,2.58,3.08
925,82,43,2020-03-10,5,8,4.22,33.76,0.08,30.38,3.38,3.28
926,85,26,2020-01-24,9,6,14.18,85.08,0.08,76.57,8.51,1.39
927,44,35,2020-02-24,20,1,10.18,10.18,0.17,9.16,1.02,4.23
928,81,10,2020-02-20,1,10,3.64,36.4,0.04,32.76,3.64,0.52
929,8,24,2020-03-17,16,9,6.87,61.83,0.09,55.65,6.18,4.39
930,89,28,2020-02-25,7,2,16.99,33.98,0.19,30.58,3.4,3.29
931,66,49,2020-02-06,14,3,17.93,53.79,0.08,48.41,5.38,3.22
932,92,38,2020-01-27,22,1,5.51,5.51,0.01,4.96,0.55,2.85
933,44,36,2020-02-22,12,3,5.42,16.26,0.17,14.63,1.63,0.88
934,52,31,2020-02-01,0,3,17.36,52.08,0.01,46.87,5.21,1.6
935,21,11,2020-03-11,7,2,19.05,38.1,0.09,34.29,3.81,1.38
936,77,19,2020-02-07,13,9,6.53,58.77,0.19,52.89,5.88,2.87
937,20,26,2020-02-11,3,3,7.6,22.8,0.12,20.52,2.28,2.78
938,49,38,2020-03-30,23,4,1.97,7.88,0.18,7.09,0.79,1.05
939,67,18,2020-01-11,9,10,8.42,84.2,0.02,75.78,8.42,1.6
940,40,36,2020-02-23,23,6,13.85,83.1,0.1,74.79,8.31,2.68
941,66,41,2020-03-16,6,3,16.09,48.27,0.08,43.44,4.83,2.43
942,37,22,2020-01-25,18,9,7.93,71.37,0.04,64.23,7.14,3.08
943,15,38,2020-03-05,1,9,10.52,94.68,0.11,85.21,9.47,1.31
944,90,6,2020-02-22,21,2,14.5,29.0,0.08,26.1,2.9,1.39
945,5,19,2020-04-09,2,8,12.71,101.68,0.08,91.51,10.17,3.69
946,67,6,2020-04-09,16,7,4.24,29.68,0.12,26.71,2.97,4.57
947,65,3,2020-02-15,17,5,11.36,56.8,0.09,51.12,5.68,4.59
948,18,9,2020-02-14,14,8,19.05,152.4,0.0,137.16,15.24,2.97
949,82,15,2020-02-13,22,2,18.27,36.54,0.02,32.89,3.65,0.86
950,76,4,2020-01-11,20,10,16.62,166.2,0.17,149.58,16.62,4.73
951,1,44,2020-02-19,18,5,19.01,95.05,0.17,85.55,9.5,3.92
952,59,4,2020-03-02,22,5,15.03,75.15,0.06,67.64,7.51,1.4
953,42,35,2020-02-06,19,10,4.01,40.1,0.07,36.09,4.01,1.38
954,25,32,2020-03-29,10,3,8.4,25.2,0.1,22.68,2.52,3.7
955,86,41,2020-02-26,4,1,19.74,19.74,0.06,17.77,1.97,4.32
956,48,8,2020-03-19,22,2,11.1,22.2,0.02,19.98,2.22,1.99
957,5,10,2020-03-31,0,8,16.59,132.72,0.17,119.45,13.27,2.54
958,100,48,2020-01-12,23,1,10.24,10.24,0.17,9.22,1.02,1.04
959,62,14,2020-02-03,7,6,16.02,96.12,0.16,86.51,9.61,0.68
960,50,22,2020-02-20,5,9,6.95,62.55,0.15,56.3,6.25,1.38
961,83,17,2020-02-16,0,2,19.42,38.84,0.06,34.96,3.88,1.42
962,6,16,2020-02-26,1,9,3.37,30.33,0.1,27.3,3.03,2.45
963,17,49,2020-03-23,11,4,3.77,15.08,0.15,13.57,1.51,4.38
964,39,48,2020-02-14,15,7,19.7,137.9,0.05,124.11,13.79,1.71
965,20,13,2020-01-04,23,3,10.29,30.87,0.2,27.78,3.09,2.7
966,15,49,2020-02-02,8,4,7.22,28.88,0.1,25.99,2.89,3.91
967,24,22,2020-01-03,19,3,15.39,46.17,0.05,41.55,4.62,1.66
968,95,40,2020-02-25,0,4,5.09,20.36,0.08,18.32,2.04,2.03
969,33,13,2020-02-04,11,4,13.28,53.12,0.06,47.81,5.31,4.9
970,81,50,2020-02-27,18,7,7.45,52.15,0.14,46.94,5.21,4.06
971,99,18,2020-02-06,2,10,15.56,155.6,0.13,140.04,15.56,0.61
972,7,36,2020-03-08,3,10,19.65,196.5,0.13,176.85,19.65,2.68
973,14,46,2020-03-18,0,7,6.52,45.64,0.11,41.08,4.56,4.03
974,91,14,2020-03-22,16,1,9.19,9.19,0.19,8.27,0.92,3.47
975,26,23,2020-03-29,13,4,8.44,33.76,0.13,30.38,3.38,2.46
976,25,8,2020-04-09,11,10,17.15,171.5,0.18,154.35,17.15,0.94
977,39,27,2020-01-01,23,8,3.41,27.28,0.2,24.55,2.73,0.52
978,13,8,2020-02-09,15,5,18.88,94.4,0.02,84.96,9.44,2.61
979,14,44,2020-02-17,21,4,8.65,34.6,0.05,31.14,3.46,4.28
980,59,24,2020-01-04,17,9,11.13,100.17,0.16,90.15,10.02,3.8
981,93,18,2020-02-04,12,10,19.86,198.6,0.07,178.74,19.86,1.54
982,79,2,2020-01-06,14,3,9.12,27.36,0.11,24.62,2.74,3.09
983,86,8,2020-01-28,6,3,3.73,11.19,0.0,10.07,1.12,2.74
984,93,3,2020-02-29,5,2,2.56,5.12,0.15,4.61,0.51,1.99
985,91,33,2020-02-03,19,4,7.72,30.88,0.17,27.79,3.09,2.37
986,60,19,2020-02-26,14,7,12.37,86.59,0.14,77.93,8.66,2.92
987,32,31,2020-01-07,15,9,16.22,145.98,0.11,131.38,14.6,3.1
988,16,44,2020-04-08,0,8,19.19,153.52,0.09,138.17,15.35,3.07
989,15,3,2020-01-28,16,2,15.85,31.7,0.04,28.53,3.17,0.63
990,52,41,2020-03-30,16,10,12.47,124.7,0.12,112.23,12.47,1.88
991,65,11,2020-01-27,10,6,15.22,91.32,0.16,82.19,9.13,1.11
992,92,14,2020-03-20,6,2,8.1,16.2,0.01,14.58,1.62,1.31
993,20,1,2020-02-14,13,9,17.38,156.42,0.06,140.78,15.64,2.4
994,65,26,2020-04-04,12,7,1.25,8.75,0.06,7.88,0.87,2.88
995,77,21,2020-04-04,5,3,10.47,31.41,0.03,28.27,3.14,2.1
996,100,29,2020-01-08,16,5,17.53,87.65,0.12,78.89,8.76,2.72
997,69,46,2020-02-28,9,7,7.37,51.59,0.06,46.43,5.16,4.39
998,37,25,2020-02-05,15,5,10.35,51.75,0.12,46.58,5.17,1.86
999,76,26,2020-01-06,15,10,14.21,142.1,0.09,127.89,14.21,1.89
1000,93,3,2020-04-01,14,2,17.71,35.42,0.18,31.88,3.54,4.82
