CAL_DT,STORE_KEY,PROD_KEY,INVENTORY_ON_HAND_QTY,INVENTORY_ON_ORDER_QTY,OUT_OF_STOCK_FLG,WASTE_QTY,PROMOTION_FLG,NEXT_DELIVERY_DT
2020-03-14,10,9,23.2,32.67,0,5.47,False,2020-03-18
2020-01-02,44,97,26.43,73.87,1,0.1,False,2020-01-07
2020-01-01,17,38,49.02,54.3,1,6.63,False,2020-01-05
2020-02-27,32,67,90.43,8.45,0,0.45,False,2020-02-29
2020-01-18,30,14,37.8,7.54,1,0.83,False,2020-01-21
2020-02-19,33,1,91.2,40.61,0,4.37,True,2020-02-26
2020-01-23,16,35,91.33,1.3,0,2.14,True,2020-01-24
2020-01-28,18,7,85.25,63.31,0,4.34,True,2020-01-30
2020-04-09,42,96,51.46,6.0,0,2.67,True,2020-04-11
2020-02-23,48,95,39.84,72.73,1,9.83,True,2020-02-24
2020-02-28,22,64,43.93,27.04,1,9.7,True,2020-03-05
2020-02-06,6,46,85.62,37.76,0,6.52,False,2020-02-09
2020-01-13,4,59,11.06,90.31,0,3.56,True,2020-01-15
2020-02-27,2,78,76.67,51.14,0,2.01,False,2020-03-02
2020-01-27,39,65,98.0,26.37,0,0.28,False,2020-02-01
2020-02-02,50,36,33.75,4.58,0,7.27,True,2020-02-07
2020-02-08,3,16,9.67,46.54,0,0.8,False,2020-02-15
2020-01-24,25,52,86.5,47.35,1,4.31,False,2020-01-31
2020-03-04,35,19,71.84,95.85,1,2.67,True,2020-03-11
2020-02-15,44,23,26.78,2.93,1,0.27,True,2020-02-21
2020-01-17,41,8,13.27,50.79,1,0.21,True,2020-01-18
2020-03-07,35,97,41.83,9.48,1,3.15,True,2020-03-14
2020-03-17,45,9,30.47,79.98,1,7.68,False,2020-03-18
2020-01-11,25,70,10.97,58.36,0,9.49,True,2020-01-15
2020-03-26,40,28,82.01,37.24,1,6.9,False,2020-03-30
2020-02-21,15,67,19.57,78.69,1,6.39,False,2020-02-27
2020-01-05,21,74,22.77,30.07,1,0.17,True,2020-01-09
2020-03-01,41,45,86.41,32.94,1,4.16,True,2020-03-07
2020-02-26,12,13,77.63,29.25,0,4.84,True,2020-02-28
2020-01-29,42,65,95.27,64.92,1,3.24,False,2020-02-01
2020-01-16,24,98,56.72,92.16,1,4.21,False,2020-01-18
2020-03-20,2,5,6.18,45.42,1,5.95,True,2020-03-24
2020-02-22,32,78,78.5,51.33,0,1.92,True,2020-02-25
2020-02-21,20,8,38.85,19.81,1,2.77,False,2020-02-27
2020-03-04,31,62,53.89,96.1,0,5.63,False,2020-03-10
2020-04-01,8,35,82.9,58.39,1,4.48,True,2020-04-05
2020-01-01,12,45,75.73,83.45,0,1.57,False,2020-01-04
2020-03-29,16,37,7.54,26.19,0,0.83,False,2020-04-04
2020-02-09,18,11,8.99,7.52,0,7.68,False,2020-02-14
2020-01-01,41,9,58.3,28.62,1,8.94,False,2020-01-08
2020-01-11,23,99,80.63,84.12,0,6.87,False,2020-01-12
2020-03-14,21,81,63.75,86.64,1,8.63,False,2020-03-18
2020-01-03,50,50,51.26,83.29,0,3.22,False,2020-01-07
2020-02-04,9,78,39.0,75.47,1,1.66,False,2020-02-11
2020-04-04,22,14,21.06,14.69,0,1.58,True,2020-04-06
2020-02-02,44,53,11.23,72.1,0,9.04,True,2020-02-03
2020-01-31,41,29,43.85,37.74,0,1.97,True,2020-02-05
2020-02-06,30,17,66.42,99.68,1,8.2,True,2020-02-11
2020-04-02,28,2,80.99,59.14,0,7.21,False,2020-04-06
2020-01-02,45,2,63.36,20.27,1,5.11,True,2020-01-08
2020-01-07,49,55,55.77,64.14,1,5.28,True,2020-01-12
2020-03-03,50,26,38.02,47.26,1,8.13,False,2020-03-06
2020-01-06,39,12,0.09,13.66,0,6.74,False,2020-01-13
2020-03-02,4,57,27.42,54.68,0,9.14,True,2020-03-07
2020-01-05,13,72,18.09,70.33,1,1.88,True,2020-01-12
2020-02-29,49,91,75.65,91.22,0,4.89,False,2020-03-01
2020-04-01,16,5,49.44,94.15,0,2.91,False,2020-04-05
2020-01-28,14,45,22.46,8.42,1,8.95,False,2020-02-02
2020-03-07,41,99,10.86,12.03,1,8.94,True,2020-03-10
2020-02-05,24,34,55.94,20.94,0,5.86,True,2020-02-08
2020-04-06,9,47,90.68,55.26,1,1.47,True,2020-04-07
2020-04-03,8,7,92.66,98.28,1,5.43,True,2020-04-05
2020-03-21,29,15,40.96,59.21,1,5.15,True,2020-03-23
2020-04-01,34,25,98.0,72.59,1,9.16,True,2020-04-05
2020-01-08,1,42,51.64,11.17,1,6.05,False,2020-01-10
2020-04-01,2,24,24.28,56.45,0,2.29,False,2020-04-02
2020-04-02,39,80,69.42,24.94,0,9.86,True,2020-04-03
2020-01-06,18,71,28.53,4.74,1,9.68,True,2020-01-08
2020-02-01,31,29,11.92,47.07,0,3.48,True,2020-02-07
2020-04-03,3,58,19.65,53.38,1,9.07,True,2020-04-08
2020-03-16,3,73,70.15,56.27,1,0.07,False,2020-03-22
2020-01-04,18,74,60.65,58.62,0,7.07,True,2020-01-11
2020-03-03,15,65,2.64,30.12,1,7.97,False,2020-03-05
2020-04-01,6,24,3.92,46.96,0,9.25,False,2020-04-07
2020-03-23,40,51,45.69,17.13,1,1.76,True,2020-03-25
2020-01-24,30,36,83.91,41.49,0,8.54,False,2020-01-26
2020-02-29,25,69,4.71,76.22,0,7.86,False,2020-03-07
2020-01-27,34,30,30.09,10.31,0,9.4,True,2020-02-02
2020-01-17,26,43,79.85,8.62,1,2.32,True,2020-01-23
2020-02-04,26,53,89.78,79.47,1,4.41,True,2020-02-07
2020-01-23,15,3,71.08,16.69,0,6.05,True,2020-01-24
2020-02-20,33,45,89.01,35.81,0,8.79,False,2020-02-23
2020-04-03,20,9,26.73,72.12,0,9.81,True,2020-04-05
2020-04-01,32,99,48.77,83.17,1,5.84,True,2020-04-05
2020-03-21,16,5,29.49,0.75,0,3.33,False,2020-03-27
2020-02-02,21,97,63.77,54.85,0,9.18,False,2020-02-09
2020-03-26,7,86,47.92,30.9,0,5.93,False,2020-03-29
2020-03-19,25,52,11.3,32.87,0,3.23,True,2020-03-25
2020-04-07,25,97,78.8,68.23,1,2.38,True,2020-04-13
2020-01-23,28,34,79.72,29.97,1,1.66,False,2020-01-29
2020-01-26,42,21,63.37,76.12,1,9.93,True,2020-01-28
2020-04-02,1,81,52.4,78.11,0,6.12,True,2020-04-08
2020-03-27,32,24,31.83,96.27,0,4.87,False,2020-03-31
2020-03-04,29,82,4.74,94.12,0,4.24,True,2020-03-08
2020-03-13,14,26,42.64,26.81,1,3.4,False,2020-03-20
2020-01-09,8,94,26.5,60.79,1,3.9,True,2020-01-14
2020-03-17,46,82,75.48,45.28,0,3.3,False,2020-03-22
2020-03-31,11,83,56.24,98.07,1,8.89,False,2020-04-07
2020-02-24,12,95,38.63,45.82,0,0.1,True,2020-02-28
2020-03-18,20,67,74.36,23.8,0,2.5,False,2020-03-23
2020-01-08,47,100,24.23,7.43,0,3.07,True,2020-01-11
2020-03-15,10,18,66.51,62.3,1,9.08,True,2020-03-19
2020-03-17,33,48,91.55,12.8,1,7.81,True,2020-03-24
2020-03-04,11,51,57.75,63.91,1,2.19,True,2020-03-09
2020-04-01,2,60,91.59,27.88,1,0.15,False,2020-04-02
2020-01-23,43,22,16.06,43.11,0,1.27,False,2020-01-27
2020-03-08,17,29,93.95,94.49,0,6.94,False,2020-03-12
2020-03-06,4,14,9.38,85.0,0,5.84,True,2020-03-09
2020-01-03,14,91,80.56,24.45,0,7.66,False,2020-01-06
2020-01-18,46,90,99.28,56.8,0,1.66,False,2020-01-19
2020-01-24,21,83,46.54,25.04,1,8.81,True,2020-01-31
2020-02-19,5,12,13.35,85.83,1,8.28,True,2020-02-26
2020-01-30,16,33,76.7,5.91,0,1.3,False,2020-02-06
2020-04-02,14,41,42.32,43.42,1,0.36,True,2020-04-08
2020-02-10,21,92,17.32,42.95,1,1.02,True,2020-02-12
2020-03-14,43,78,87.45,33.33,0,7.12,True,2020-03-18
2020-03-19,20,10,38.13,98.22,1,5.37,False,2020-03-25
2020-01-07,27,84,40.39,84.66,1,5.46,False,2020-01-12
2020-01-06,43,74,53.48,95.15,1,6.93,True,2020-01-10
2020-02-03,7,25,95.28,27.46,0,6.03,True,2020-02-05
2020-02-04,39,79,49.07,85.74,0,3.74,True,2020-02-10
2020-01-06,20,60,89.39,46.8,1,9.27,True,2020-01-09
2020-03-22,49,66,31.68,51.99,0,6.09,False,2020-03-27
2020-03-11,20,31,20.59,83.52,0,1.12,True,2020-03-13
2020-02-15,40,59,10.36,67.8,1,0.16,False,2020-02-18
2020-04-05,27,63,19.27,35.87,0,8.78,True,2020-04-08
2020-03-26,7,57,48.92,22.53,1,7.96,True,2020-03-30
2020-03-28,7,24,16.46,58.57,1,1.98,True,2020-04-01
2020-04-05,26,18,20.28,33.15,1,9.42,False,2020-04-11
2020-03-25,34,95,68.3,20.55,1,8.26,False,2020-03-27
2020-03-15,14,21,62.23,81.72,0,3.07,False,2020-03-17
2020-01-03,34,94,98.25,41.96,0,0.49,False,2020-01-05
2020-03-04,23,51,25.2,90.1,1,3.74,False,2020-03-11
2020-03-21,30,77,15.32,64.94,1,4.36,True,2020-03-27
2020-02-06,47,65,42.71,50.77,1,2.39,True,2020-02-08
2020-03-28,32,11,99.42,27.11,0,5.44,True,2020-03-31
2020-01-11,35,61,15.34,90.48,0,2.76,False,2020-01-15
2020-01-16,21,38,65.15,10.17,0,7.83,True,2020-01-17
2020-01-24,6,9,24.8,63.33,0,9.46,False,2020-01-29
2020-02-25,14,55,15.28,23.93,0,0.31,True,2020-02-28
2020-01-14,24,7,49.63,29.33,1,0.1,True,2020-01-15
2020-01-22,7,100,52.5,16.77,0,5.58,True,2020-01-24
2020-02-07,13,76,71.0,81.46,1,2.26,False,2020-02-14
2020-02-10,7,80,53.6,83.28,1,7.78,True,2020-02-12
2020-03-14,2,65,93.51,19.65,1,7.14,False,2020-03-21
2020-03-31,31,22,62.37,7.65,1,6.89,True,2020-04-06
2020-04-03,49,87,19.2,32.47,1,3.14,False,2020-04-06
2020-02-07,35,17,69.83,18.86,0,8.3,False,2020-02-13
2020-02-14,21,15,8.76,43.64,0,7.5,False,2020-02-15
2020-03-23,43,87,66.2,58.56,0,8.26,True,2020-03-24
2020-04-04,46,97,11.67,99.36,0,7.37,False,2020-04-06
2020-02-14,45,49,70.55,12.09,0,8.33,True,2020-02-19
2020-03-31,46,63,19.26,7.4,0,5.91,True,2020-04-02
2020-01-31,22,32,59.08,14.67,1,1.71,True,2020-02-02
2020-02-17,1,100,46.44,29.11,1,8.29,False,2020-02-23
2020-03-09,1,66,8.02,27.04,1,3.48,False,2020-03-14
2020-01-01,28,37,48.86,77.81,0,0.43,True,2020-01-03
2020-01-12,25,2,77.37,20.86,1,4.19,False,2020-01-15
2020-02-05,5,8,41.23,15.07,1,4.16,False,2020-02-11
2020-04-08,19,92,61.1,18.23,1,2.46,True,2020-04-14
2020-02-29,41,66,46.54,97.01,0,1.53,True,2020-03-04
2020-03-12,28,4,51.5,89.21,1,5.9,False,2020-03-14
2020-03-30,30,67,8.39,12.96,1,0.03,False,2020-04-06
2020-01-09,16,4,41.28,61.59,0,5.38,True,2020-01-10
2020-03-06,37,53,64.41,5.47,1,1.59,True,2020-03-07
2020-04-06,47,32,1.42,95.32,1,2.9,True,2020-04-08
2020-01-01,14,16,3.39,72.88,0,6.08,True,2020-01-08
2020-03-27,36,28,23.21,53.53,1,4.65,False,2020-03-28
2020-03-31,14,47,68.72,16.69,1,1.91,True,2020-04-07
2020-01-16,46,4,34.28,84.77,1,8.65,True,2020-01-18
2020-03-09,23,62,16.77,53.93,1,8.65,False,2020-03-11
2020-02-28,29,33,95.03,72.43,1,4.75,True,2020-03-01
2020-03-31,15,25,75.19,75.2,1,3.49,False,2020-04-04
2020-02-25,1,53,0.55,27.91,1,4.37,True,2020-02-29
2020-01-21,9,90,68.77,79.06,0,9.3,True,2020-01-25
2020-03-04,50,42,39.51,34.52,1,0.32,False,2020-03-08
2020-02-11,3,28,10.5,54.1,0,7.04,False,2020-02-17
2020-03-06,23,85,62.52,90.61,1,9.08,False,2020-03-12
2020-01-24,6,23,63.65,25.94,1,0.2,False,2020-01-26
2020-03-14,44,74,44.83,0.44,1,1.55,False,2020-03-18
2020-02-26,24,74,45.57,95.67,1,3.49,True,2020-03-04
2020-01-27,38,55,55.3,20.57,0,7.77,True,2020-01-29
2020-03-26,42,74,63.2,4.2,1,3.62,False,2020-04-01
2020-02-13,43,14,68.41,52.98,1,4.09,False,2020-02-20
2020-02-22,47,80,78.46,76.9,0,7.29,True,2020-02-23
2020-01-05,46,26,52.56,87.1,1,5.82,True,2020-01-12
2020-01-29,1,15,96.93,39.17,0,3.58,False,2020-02-05
